N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
637.0,진양홀딩스,3075.0,10.0,+0.33%,500.0,2346.0,5971.0,52.0
638.0,휴비스,4980.0,0.0,0.00%,5000.0,10217.0,7938.0,-830.0
639.0,TIGER Fn반도체TOP10,8210.0,210.0,+2.63%,0.0,,,
640.0,ACE 중국본토CSI300,27150.0,320.0,+1.19%,0.0,,,
641.0,디아이,6030.0,90.0,-1.47%,500.0,2310.0,2746.0,112.0
642.0,DB금융투자,4015.0,0.0,0.00%,5000.0,14107.0,95837.0,1696.0
643.0,신라교역,10640.0,50.0,+0.47%,500.0,4326.0,7164.0,145.0
644.0,KOSEF 단기자금,102355.0,15.0,+0.01%,0.0,,,
645.0,현대비앤지스틸,11150.0,50.0,+0.45%,5000.0,12812.0,8578.0,335.0
646.0,삼화페인트,6180.0,60.0,-0.96%,500.0,6460.0,5872.0,199.0
647.0,KODEX ESG종합채권(A-이상)액티브,103535.0,0.0,0.00%,0.0,,,
648.0,KTcs,3910.0,125.0,-3.10%,500.0,10295.0,4161.0,243.0
649.0,퍼스텍,3460.0,35.0,-1.00%,500.0,1602.0,2113.0,31.0
650.0,아시아나IDT,14960.0,210.0,-1.38%,500.0,1814.0,2056.0,102.0
651.0,엘브이엠씨홀딩스,1669.0,33.0,-1.94%,0.0,2049.0,6614.0,-146.0
652.0,디와이,6270.0,200.0,-3.09%,500.0,10948.0,8611.0,329.0
653.0,태경케미컬,14220.0,140.0,+0.99%,500.0,596.0,1674.0,104.0
654.0,NH투자증권우,8740.0,40.0,+0.46%,5000.0,,,
655.0,ARIRANG 국고채30년액티브,98290.0,860.0,-0.87%,0.0,,,
656.0,금호에이치티,837.0,9.0,+1.09%,500.0,2778.0,4266.0,93.0
657.0,대한화섬,123600.0,600.0,+0.49%,5000.0,1509.0,8368.0,64.0
658.0,한국패러랠,2050.0,20.0,-0.97%,0.0,,,
659.0,동아타이어,11930.0,0.0,0.00%,500.0,2057.0,4744.0,224.0
660.0,STX,5710.0,0.0,0.00%,2500.0,11886.0,7418.0,-20.0
661.0,이지스밸류리츠,4440.0,30.0,-0.67%,1000.0,471.0,3293.0,456.0
662.0,한국주철관,7130.0,0.0,0.00%,500.0,4843.0,4246.0,140.0
663.0,현대리바트,7910.0,10.0,-0.13%,1000.0,14957.0,8542.0,-279.0
664.0,동성제약,6210.0,30.0,-0.48%,1000.0,933.0,1077.0,-31.0
665.0,KODEX 장기종합채권(AA-이상)액티브KAP,89165.0,195.0,-0.22%,0.0,,,
666.0,현대약품,5040.0,20.0,+0.40%,500.0,1627.0,1812.0,80.0
667.0,KODEX 차이나CSI300,12540.0,115.0,+0.93%,0.0,,,
668.0,TIGER 글로벌4차산업혁신기술(합성 H),15060.0,75.0,+0.50%,0.0,,,
669.0,ACE 23-12 회사채(AA-이상)액티브,103140.0,25.0,+0.02%,0.0,,,
670.0,삼성물산우B,97400.0,200.0,-0.20%,100.0,,,
671.0,HANARO 200TR,40115.0,605.0,+1.53%,0.0,,,
672.0,KODEX TRF3070,11145.0,5.0,+0.04%,0.0,,,
673.0,디씨엠,13830.0,20.0,-0.14%,500.0,2406.0,3070.0,245.0
674.0,금강공업,5370.0,60.0,-1.10%,1000.0,7289.0,10948.0,339.0
675.0,TIGER 글로벌메타버스액티브,6650.0,20.0,-0.30%,0.0,,,
676.0,TIGER 반도체,30345.0,260.0,+0.86%,0.0,,,
677.0,인스코비,1393.0,34.0,+2.50%,500.0,767.0,1012.0,-14.0
678.0,디아이씨,4005.0,105.0,-2.55%,500.0,6959.0,6482.0,313.0
679.0,경보제약,6500.0,160.0,-2.40%,500.0,1963.0,2405.0,14.0
680.0,노루페인트,7760.0,10.0,-0.13%,500.0,7533.0,6682.0,261.0
681.0,계룡건설,17310.0,110.0,-0.63%,5000.0,29497.0,25600.0,1328.0
682.0,삼양통상,51500.0,500.0,+0.98%,5000.0,1788.0,4575.0,164.0
683.0,효성ITX,13350.0,40.0,-0.30%,500.0,5113.0,1768.0,223.0
684.0,동남합성,42700.0,200.0,-0.47%,500.0,1934.0,921.0,135.0
685.0,용평리조트,3190.0,5.0,+0.16%,5000.0,1433.0,8683.0,16.0
686.0,KODEX 차이나항셍테크,6165.0,80.0,+1.31%,0.0,,,
687.0,KODEX 23-12 국고채액티브,10180.0,5.0,+0.05%,0.0,,,
688.0,대영포장,1408.0,5.0,+0.36%,500.0,3026.0,2474.0,119.0
689.0,무학,5350.0,50.0,+0.94%,200.0,1528.0,6057.0,156.0
690.0,KBSTAR iSelect메타버스,7030.0,5.0,+0.07%,0.0,,,
691.0,컨버즈,4100.0,0.0,0.00%,500.0,288.0,330.0,-48.0
692.0,황금에스티,8820.0,150.0,-1.67%,500.0,3334.0,4819.0,465.0
693.0,와이투솔루션,922.0,19.0,+2.10%,500.0,1205.0,1266.0,18.0
694.0,벽산,2185.0,20.0,-0.91%,500.0,5199.0,6018.0,188.0
695.0,신원,1460.0,4.0,-0.27%,500.0,9954.0,5101.0,334.0
696.0,신일전자,2100.0,5.0,+0.24%,500.0,2027.0,1529.0,28.0
697.0,SNT에너지,19770.0,260.0,+1.33%,500.0,2029.0,4298.0,36.0
698.0,일동홀딩스,12850.0,320.0,-2.43%,1000.0,6755.0,8626.0,-984.0
699.0,샘표,51500.0,600.0,+1.18%,1000.0,3718.0,4659.0,103.0
700.0,세아특수강,17250.0,70.0,+0.41%,5000.0,10744.0,6902.0,288.0
701.0,동부건설,6460.0,80.0,-1.22%,5000.0,14612.0,15817.0,413.0
702.0,NH올원리츠,3485.0,55.0,+1.60%,500.0,218.0,6957.0,124.0
703.0,수산중공업,2690.0,15.0,-0.55%,500.0,2863.0,2617.0,226.0
704.0,SK이노베이션우,116300.0,13700.0,-10.54%,5000.0,,,
705.0,TIGER 미국MSCI리츠(합성 H),11660.0,100.0,+0.87%,0.0,,,
706.0,TRUE 블룸버그 인버스 2X 천연가스선물 ETN,72105.0,1955.0,+2.79%,0.0,,,
707.0,센트랄모텍,16600.0,180.0,-1.07%,500.0,4231.0,2974.0,-7.0
708.0,KODEX 배당가치,12005.0,135.0,+1.14%,0.0,,,
709.0,TIGER 23-12 국공채액티브,203485.0,15.0,+0.01%,0.0,,,
710.0,한국수출포장,35700.0,1350.0,+3.93%,5000.0,3414.0,3455.0,257.0
711.0,TIGER 25-10 회사채(A+이상)액티브,50180.0,10.0,+0.02%,0.0,,,
712.0,TIGER 투자등급회사채액티브,103555.0,15.0,-0.01%,0.0,,,
713.0,태영건설,3610.0,30.0,+0.84%,500.0,26051.0,43233.0,915.0
714.0,KODEX 미국달러선물,11730.0,0.0,0.00%,0.0,,,
715.0,강남제비스코,21500.0,350.0,-1.60%,1000.0,6732.0,9578.0,44.0
716.0,미원화학,63300.0,100.0,+0.16%,1000.0,2352.0,1479.0,190.0
717.0,신흥,14630.0,30.0,+0.21%,500.0,1182.0,1406.0,105.0
718.0,HDC현대EP,4330.0,100.0,-2.26%,500.0,10459.0,6033.0,204.0
719.0,인지컨트롤스,8730.0,210.0,-2.35%,500.0,5700.0,6069.0,171.0
720.0,한컴라이프케어,4980.0,50.0,-0.99%,200.0,1001.0,2080.0,-13.0
721.0,TIGER 헬스케어,25650.0,240.0,+0.94%,0.0,,,
722.0,종근당바이오,24950.0,50.0,+0.20%,2500.0,1560.0,3126.0,-148.0
723.0,사조동아원,967.0,5.0,-0.51%,500.0,6316.0,4817.0,153.0
724.0,한국화장품제조,30000.0,450.0,-1.48%,500.0,1039.0,827.0,43.0
725.0,KODEX 삼성그룹밸류,9135.0,85.0,+0.94%,0.0,,,
726.0,성창기업지주,1938.0,41.0,-2.07%,500.0,2275.0,8203.0,-115.0
727.0,웅진,1691.0,4.0,+0.24%,500.0,10498.0,10944.0,423.0
728.0,팜스코,3670.0,40.0,-1.08%,500.0,19015.0,12232.0,188.0
729.0,한솔홀딩스,3190.0,5.0,+0.16%,1000.0,4672.0,7233.0,191.0
730.0,KBSTAR 코스닥150,12505.0,110.0,+0.89%,0.0,,,
731.0,광전자,2280.0,55.0,-2.36%,500.0,1522.0,2479.0,58.0
732.0,샘표식품,28600.0,50.0,-0.17%,500.0,3712.0,3503.0,111.0
733.0,한국석유,10280.0,30.0,+0.29%,500.0,7479.0,3471.0,180.0
734.0,경동도시가스,22100.0,400.0,-1.78%,2500.0,23049.0,10676.0,253.0
735.0,TRUE 코스피 양매도 5% OTM ETN,8655.0,10.0,-0.12%,0.0,,,
736.0,한국공항,41000.0,400.0,-0.97%,5000.0,4005.0,4211.0,26.0
737.0,유화증권,2280.0,20.0,+0.88%,1000.0,223.0,7347.0,76.0
738.0,노루홀딩스,9720.0,10.0,-0.10%,500.0,10379.0,11720.0,300.0
739.0,TIGER 현대차그룹+펀더멘털,22815.0,305.0,+1.35%,0.0,,,
740.0,KCTC,4260.0,60.0,-1.39%,500.0,9204.0,6301.0,375.0
741.0,신한 인버스0.5X S&P500 VIX S/T선물 ETN,21270.0,160.0,-0.75%,0.0,,,
742.0,덕양산업,3890.0,210.0,+5.71%,500.0,15420.0,5202.0,307.0
743.0,동양철관,1063.0,2.0,+0.19%,500.0,2662.0,1825.0,77.0
744.0,한국화장품,7840.0,60.0,-0.76%,500.0,660.0,439.0,0.0
745.0,두산퓨얼셀1우,9420.0,70.0,+0.75%,100.0,,,
746.0,극동유화,3605.0,35.0,-0.96%,500.0,12425.0,3531.0,306.0
747.0,조흥,209500.0,500.0,+0.24%,5000.0,3240.0,4338.0,150.0
748.0,조선선재,99800.0,1800.0,+1.84%,500.0,670.0,1451.0,94.0
749.0,미래에셋 코스피 양매도 5% OTM ETN,8350.0,5.0,-0.06%,0.0,,,
750.0,TIGER 중국소비테마,7200.0,115.0,+1.62%,0.0,,,
751.0,디와이파워,11270.0,70.0,+0.63%,500.0,4190.0,3275.0,270.0
752.0,KTis,3575.0,75.0,-2.05%,500.0,5358.0,3962.0,195.0
753.0,TIGER 종합채권(AA-이상)액티브,50295.0,70.0,-0.14%,0.0,,,
754.0,한국내화,3020.0,55.0,-1.79%,500.0,3588.0,3260.0,105.0
755.0,한국특강,2035.0,15.0,+0.74%,500.0,7959.0,5498.0,307.0
756.0,삼영화학,3610.0,60.0,+1.69%,500.0,1477.0,1358.0,10.0
757.0,삼원강재,3030.0,25.0,-0.82%,500.0,3641.0,2937.0,165.0
758.0,유니온머티리얼,2885.0,20.0,-0.69%,500.0,1261.0,2042.0,8.0
759.0,TIGER 코스닥150,12935.0,55.0,+0.43%,0.0,,,
760.0,CJ우,52600.0,200.0,+0.38%,5000.0,,,
761.0,일성건설,2195.0,10.0,-0.45%,500.0,4626.0,4133.0,27.0
762.0,KODEX 미국나스닥100선물(H),16000.0,130.0,+0.82%,0.0,,,
763.0,SOL 미국배당다우존스,9290.0,45.0,+0.49%,0.0,,,
764.0,대신증권2우B,11630.0,50.0,+0.43%,5000.0,,,
765.0,플레이그램,975.0,17.0,+1.77%,100.0,1313.0,3036.0,-69.0
766.0,동방,2420.0,5.0,-0.21%,1000.0,7585.0,5680.0,276.0
767.0,인천도시가스,26500.0,50.0,-0.19%,5000.0,7285.0,4231.0,81.0
768.0,키움 INDXX 미국테크탑10 ETN,11545.0,0.0,0.00%,0.0,,,
769.0,TIGER 200선물인버스2X,2950.0,70.0,-2.32%,0.0,,,
770.0,신한 S&P500 VIX S/T 선물 ETN D,19140.0,175.0,+0.92%,0.0,,,
771.0,미창석유,65900.0,100.0,-0.15%,5000.0,4188.0,3573.0,440.0
772.0,HANARO 200 TOP10,8355.0,125.0,+1.52%,0.0,,,
773.0,대창,1248.0,1.0,+0.08%,500.0,14413.0,8402.0,91.0
774.0,CJ씨푸드,3160.0,50.0,-1.56%,500.0,1527.0,1434.0,41.0
775.0,한양증권,8910.0,30.0,+0.34%,5000.0,11171.0,15029.0,372.0
776.0,KTOP K200액티브,10080.0,135.0,+1.36%,0.0,,,
777.0,이구산업,3385.0,40.0,-1.17%,500.0,4296.0,3372.0,137.0
778.0,삼익악기,1236.0,7.0,+0.57%,500.0,3257.0,5216.0,116.0
779.0,토니모리,4625.0,55.0,-1.18%,200.0,1267.0,1991.0,-73.0
780.0,광명전기,2565.0,50.0,-1.91%,500.0,1382.0,1722.0,46.0
781.0,세이브존I&C,2690.0,10.0,-0.37%,1000.0,1194.0,5736.0,92.0
782.0,대양금속,3300.0,40.0,+1.23%,500.0,2550.0,4009.0,137.0
783.0,삼성 인버스 2X 코스닥150 선물 ETN,10975.0,155.0,-1.39%,0.0,,,
784.0,삼화전기,16560.0,540.0,-3.16%,1000.0,2391.0,1391.0,136.0
785.0,미래에셋글로벌리츠,3765.0,150.0,+4.15%,1000.0,120.0,3721.0,45.0
786.0,SG세계물산,537.0,5.0,-0.92%,500.0,1613.0,3038.0,72.0
787.0,성안,1869.0,21.0,+1.14%,500.0,725.0,1239.0,-15.0
788.0,이지스레지던스리츠,3820.0,40.0,-1.04%,1000.0,664.0,3538.0,654.0
789.0,한진중공업홀딩스,3665.0,50.0,-1.35%,5000.0,14401.0,19960.0,371.0
790.0,KBSTAR 25-11 회사채(AA-이상)액티브,52835.0,10.0,-0.02%,0.0,,,
791.0,유니켐,1445.0,12.0,+0.84%,500.0,1204.0,4349.0,33.0
792.0,제일연마,10660.0,60.0,-0.56%,500.0,834.0,1041.0,51.0
793.0,KBSTAR 코스닥150선물레버리지,10740.0,125.0,+1.18%,0.0,,,
794.0,에이플러스에셋,4690.0,15.0,+0.32%,500.0,2707.0,3453.0,14.0
795.0,대구백화점,9780.0,10.0,+0.10%,5000.0,759.0,4703.0,-163.0
796.0,TIGER 미국채10년선물,11630.0,35.0,+0.30%,0.0,,,
797.0,TIGER 미디어컨텐츠,6925.0,15.0,-0.22%,0.0,,,
798.0,금비,105100.0,2600.0,-2.41%,5000.0,2350.0,3073.0,0.0
799.0,깨끗한나라,2820.0,20.0,-0.70%,1000.0,6065.0,6610.0,38.0
800.0,모나리자,2870.0,15.0,-0.52%,500.0,1209.0,978.0,29.0
801.0,TRUE 레버리지 나스닥 100 ETN,20955.0,390.0,+1.90%,0.0,,,
802.0,대유플러스,858.0,19.0,-2.17%,500.0,5367.0,5432.0,222.0
803.0,히어로즈 단기채권ESG액티브,101980.0,55.0,+0.05%,0.0,,,
804.0,크라운제과,8220.0,10.0,-0.12%,200.0,3812.0,3246.0,159.0
805.0,기신정기,3520.0,15.0,-0.42%,500.0,1313.0,2651.0,96.0
806.0,한화솔루션우,39900.0,1100.0,-2.68%,5000.0,,,
807.0,지투알,6180.0,0.0,0.00%,1000.0,5304.0,5448.0,248.0
808.0,가온전선,16060.0,130.0,+0.82%,5000.0,14165.0,7523.0,285.0
809.0,KODEX 미국S&P500선물(H),19255.0,80.0,+0.42%,0.0,,,
810.0,유유제약,5920.0,10.0,-0.17%,1000.0,1389.0,1952.0,-6.0
811.0,인팩,10200.0,240.0,-2.30%,500.0,5122.0,4112.0,208.0
812.0,KBSTAR 2차전지액티브,12750.0,185.0,+1.47%,0.0,,,
813.0,유니드비티플러스,9600.0,70.0,-0.72%,1000.0,292.0,2136.0,14.0
814.0,엔에이치스팩19호,1982.0,2.0,+0.10%,100.0,0.0,1167.0,-1.0
815.0,무림페이퍼,2425.0,20.0,-0.82%,2500.0,13991.0,24291.0,963.0
816.0,TRUE 레버리지 S&P500 선물 ETN(H),20170.0,195.0,+0.98%,0.0,,,
817.0,TIGER 24-04 회사채(A+이상)액티브,50095.0,5.0,-0.01%,0.0,,,
818.0,화성산업,9790.0,40.0,-0.41%,5000.0,6457.0,7461.0,145.0
819.0,화승코퍼레이션,1981.0,24.0,-1.20%,500.0,15854.0,11772.0,432.0
820.0,두올,2995.0,5.0,-0.17%,2500.0,5660.0,4622.0,133.0
821.0,현대코퍼레이션홀딩스,10870.0,30.0,+0.28%,5000.0,1643.0,2961.0,143.0
822.0,유니온,6330.0,120.0,-1.86%,500.0,2350.0,3761.0,29.0
823.0,미래산업,21550.0,2250.0,+11.66%,500.0,562.0,1344.0,80.0
824.0,대현,2215.0,0.0,0.00%,500.0,3193.0,2976.0,302.0
825.0,신영와코루,10830.0,130.0,+1.21%,500.0,2014.0,4258.0,66.0
826.0,ACE 국고채10년,88065.0,155.0,-0.18%,0.0,,,
827.0,팜젠사이언스,6090.0,10.0,-0.16%,500.0,1509.0,3174.0,75.0
828.0,삼성공조,11850.0,350.0,+3.04%,500.0,957.0,3087.0,87.0
829.0,삼일제약,7020.0,70.0,+1.01%,500.0,1797.0,3567.0,40.0
830.0,크라운해태홀딩스,6480.0,0.0,0.00%,500.0,9282.0,11157.0,393.0
831.0,지엠비코리아,5030.0,40.0,-0.79%,500.0,6105.0,5508.0,111.0
832.0,보락,1591.0,20.0,-1.24%,200.0,484.0,609.0,33.0
833.0,콤텍시스템,783.0,1.0,-0.13%,500.0,3825.0,3491.0,173.0
834.0,삼성 레버리지 천연가스 선물 ETN B,1455.0,40.0,-2.68%,0.0,,,
835.0,일신석재,1215.0,4.0,-0.33%,500.0,1377.0,1162.0,39.0
836.0,사조씨푸드,5430.0,0.0,0.00%,1000.0,2011.0,3507.0,136.0
837.0,HL D&I,2460.0,10.0,-0.40%,5000.0,14721.0,16674.0,526.0
838.0,조광페인트,7220.0,60.0,-0.82%,500.0,2605.0,3861.0,-16.0
839.0,휴니드,6530.0,40.0,+0.62%,5000.0,2225.0,3041.0,127.0
840.0,KBSTAR Fn5G테크,8510.0,105.0,-1.22%,0.0,,,
841.0,대동전자,8740.0,150.0,-1.69%,500.0,436.0,2110.0,22.0
842.0,새론오토모티브,4745.0,10.0,+0.21%,500.0,1380.0,2562.0,-31.0
843.0,고려산업,3640.0,10.0,-0.27%,1000.0,2784.0,2747.0,44.0
844.0,대원화성,2200.0,45.0,-2.00%,500.0,1468.0,1309.0,-74.0
845.0,마스턴프리미어리츠,3395.0,35.0,+1.04%,1000.0,34.0,1808.0,4.0
846.0,국제약품,4460.0,80.0,+1.83%,1000.0,1266.0,1366.0,53.0
847.0,다스코,4635.0,5.0,+0.11%,500.0,3785.0,3461.0,115.0
848.0,대호에이엘,1652.0,77.0,+4.89%,500.0,1740.0,1570.0,93.0
849.0,SH에너지화학,803.0,5.0,-0.62%,500.0,1674.0,1242.0,8.0
850.0,ACE 24-12 회사채(AA-이상)액티브,105190.0,20.0,+0.02%,0.0,,,
851.0,남광토건,9060.0,110.0,-1.20%,5000.0,4504.0,3459.0,111.0
852.0,DRB동일,4450.0,20.0,+0.45%,500.0,6618.0,9452.0,121.0
853.0,이건산업,8090.0,30.0,-0.37%,5000.0,3293.0,4428.0,193.0
854.0,텔코웨어,9080.0,160.0,+1.79%,500.0,426.0,1321.0,29.0
855.0,에이엔피,2170.0,20.0,+0.93%,500.0,693.0,820.0,-120.0
856.0,동방아그로,6450.0,50.0,+0.78%,500.0,1467.0,2165.0,93.0
857.0,SK우,155000.0,2000.0,-1.27%,200.0,,,
858.0,웰바이오텍,1316.0,5.0,+0.38%,500.0,1909.0,602.0,26.0
859.0,KODEX 은선물(H),4710.0,75.0,+1.62%,0.0,,,
860.0,한신공영,7530.0,30.0,-0.40%,5000.0,12216.0,23494.0,394.0
861.0,TIGER 200 건설,3035.0,55.0,+1.85%,0.0,,,
862.0,솔루스첨단소재1우,10270.0,20.0,-0.19%,100.0,,,
863.0,삼호개발,3470.0,10.0,-0.29%,500.0,3075.0,2824.0,45.0
864.0,KODEX 국채선물10년,64780.0,110.0,-0.17%,0.0,,,
865.0,명문제약,2530.0,30.0,-1.17%,500.0,1521.0,2304.0,64.0
866.0,KODEX WTI원유선물(H),13465.0,200.0,+1.51%,0.0,,,
867.0,마니커,1351.0,22.0,+1.66%,500.0,3206.0,1746.0,-70.0
868.0,한세엠케이,2850.0,50.0,+1.79%,500.0,2715.0,2248.0,-211.0
869.0,동일고무벨트,6170.0,20.0,-0.32%,500.0,3904.0,3812.0,81.0
870.0,보해양조,615.0,3.0,-0.49%,500.0,909.0,1474.0,1.0
871.0,한솔홈데코,1061.0,0.0,0.00%,1000.0,2834.0,3195.0,27.0
872.0,신한 인버스 2X WTI원유 선물 ETN(H),135.0,5.0,-3.57%,0.0,,,
873.0,하이스틸,4230.0,150.0,-3.42%,500.0,3164.0,2925.0,169.0
874.0,KODEX 미국메타버스나스닥액티브,6860.0,45.0,+0.66%,0.0,,,
875.0,아모레G우,13180.0,30.0,-0.23%,500.0,,,
876.0,큐로,366.0,1.0,+0.27%,500.0,1057.0,1927.0,129.0
877.0,코스맥스비티아이,8760.0,50.0,+0.57%,500.0,6174.0,9361.0,34.0
878.0,조비,16160.0,0.0,0.00%,5000.0,1486.0,1300.0,119.0
879.0,DSR,5230.0,80.0,-1.51%,500.0,3675.0,3647.0,358.0
880.0,KODEX 국고채30년액티브,101460.0,675.0,-0.66%,0.0,,,
881.0,KBSTAR 단기국공채액티브,104850.0,25.0,+0.02%,0.0,,,
882.0,ACE G2전기차&자율주행액티브,8835.0,80.0,+0.91%,0.0,,,
883.0,신송홀딩스,7000.0,10.0,-0.14%,500.0,2094.0,2424.0,86.0
884.0,화천기공,37500.0,900.0,+2.46%,5000.0,2441.0,4740.0,82.0
885.0,TIGER 200선물레버리지,11775.0,275.0,+2.39%,0.0,,,
886.0,한국프랜지,2705.0,65.0,-2.35%,1000.0,13714.0,7994.0,370.0
887.0,KBSTAR 미국단기투자등급회사채액티브,9975.0,35.0,+0.35%,0.0,,,
888.0,한창제지,1379.0,12.0,+0.88%,500.0,2149.0,2831.0,13.0
889.0,혜인,6440.0,140.0,-2.13%,500.0,1780.0,2405.0,27.0
890.0,남성,2260.0,45.0,-1.95%,500.0,981.0,2712.0,25.0
891.0,한일철강,3060.0,0.0,0.00%,500.0,2552.0,3392.0,40.0
892.0,쌍방울,311.0,1.0,-0.32%,500.0,1033.0,1677.0,6.0
893.0,TIGER 미국다우존스30,21145.0,45.0,+0.21%,0.0,,,
894.0,KH 필룩스,426.0,3.0,+0.71%,500.0,1202.0,5394.0,-69.0
895.0,써니전자,2315.0,25.0,-1.07%,500.0,174.0,765.0,17.0
896.0,신한 레버리지 은 선물 ETN(H),7985.0,215.0,+2.77%,0.0,,,
897.0,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),79735.0,4365.0,+5.79%,0.0,,,
898.0,하나 블룸버그 -2X 천연가스 선물 ETN(H),79405.0,1510.0,+1.94%,0.0,,,
899.0,진양산업,6090.0,10.0,+0.16%,500.0,837.0,827.0,53.0
900.0,덕성,5000.0,70.0,-1.38%,500.0,1333.0,1252.0,52.0
901.0,시디즈,39200.0,550.0,-1.38%,500.0,2433.0,851.0,0.0
902.0,부산산업,74200.0,1000.0,+1.37%,5000.0,1526.0,1347.0,53.0
903.0,TIGER KRX바이오K-뉴딜,5670.0,50.0,+0.89%,0.0,,,
904.0,대유에이텍,672.0,18.0,-2.61%,500.0,14040.0,13752.0,-320.0
905.0,한솔로지스틱스,2835.0,50.0,+1.80%,500.0,10154.0,2745.0,363.0
906.0,천일고속,54500.0,500.0,+0.93%,5000.0,377.0,548.0,-74.0
907.0,상상인증권,718.0,2.0,+0.28%,1000.0,482.0,5825.0,138.0
908.0,DSR제강,5400.0,70.0,-1.28%,500.0,2617.0,2594.0,264.0
909.0,NH프라임리츠,4165.0,5.0,+0.12%,500.0,76.0,998.0,73.0
910.0,두산2우B,87000.0,600.0,+0.69%,5000.0,,,
911.0,대원전선,1079.0,1.0,-0.09%,500.0,5624.0,2460.0,13.0
912.0,화승알앤에이,4085.0,85.0,-2.04%,500.0,6579.0,4226.0,155.0
913.0,호전실업,7950.0,150.0,-1.85%,500.0,4800.0,3161.0,406.0
914.0,서울식품,206.0,1.0,-0.48%,100.0,643.0,709.0,13.0
915.0,영흥,762.0,4.0,-0.52%,500.0,5274.0,5357.0,42.0
916.0,태평양물산,1586.0,34.0,-2.10%,500.0,10846.0,7212.0,684.0
917.0,KODEX 미국반도체MV,11710.0,160.0,+1.39%,0.0,,,
918.0,신한 레버리지 코스닥 150 선물 ETN,30630.0,330.0,-1.07%,0.0,,,
919.0,삼화왕관,35250.0,300.0,+0.86%,5000.0,1544.0,2228.0,36.0
920.0,엔케이,947.0,0.0,0.00%,500.0,767.0,1857.0,9.0
921.0,인터지스,2540.0,5.0,-0.20%,500.0,7200.0,4332.0,354.0
922.0,TIGER 소프트웨어,9290.0,30.0,+0.32%,0.0,,,
923.0,KOSEF 인도Nifty50(합성),17740.0,150.0,+0.85%,0.0,,,
924.0,ARIRANG 신흥국MSCI(합성 H),9055.0,40.0,+0.44%,0.0,,,
925.0,비상교육,5750.0,40.0,+0.70%,500.0,2530.0,3092.0,35.0
926.0,국동,1305.0,16.0,-1.21%,500.0,3299.0,1750.0,170.0
927.0,신세계건설,18640.0,90.0,-0.48%,5000.0,14324.0,10356.0,-120.0
928.0,우진플라임,3720.0,10.0,-0.27%,500.0,2546.0,2852.0,226.0
929.0,KC코트렐,2150.0,20.0,-0.92%,500.0,4216.0,3235.0,36.0
930.0,사조오양,7870.0,30.0,+0.38%,5000.0,3691.0,3432.0,102.0
931.0,유성기업,2855.0,15.0,-0.52%,500.0,2968.0,4270.0,67.0
932.0,KC그린홀딩스,3300.0,80.0,-2.37%,500.0,7112.0,7929.0,136.0
933.0,KODEX 미국종합채권SRI액티브(H),97140.0,145.0,+0.15%,0.0,,,
934.0,SK케미칼우,34600.0,450.0,-1.28%,5000.0,,,
935.0,오리엔트바이오,617.0,1.0,-0.16%,500.0,263.0,1050.0,-38.0
936.0,ACE 미국WideMoat가치주,19145.0,110.0,+0.58%,0.0,,,
937.0,우성,23350.0,200.0,+0.86%,5000.0,6123.0,4020.0,-6.0
938.0,KBSTAR 고배당,11635.0,205.0,+1.79%,0.0,,,
939.0,인디에프,1019.0,3.0,+0.30%,500.0,1353.0,1197.0,-130.0
940.0,세원정공,7200.0,230.0,+3.30%,500.0,1152.0,6288.0,-109.0
941.0,문배철강,3510.0,35.0,-0.99%,500.0,1922.0,2069.0,30.0
942.0,미래에셋맵스리츠,3580.0,20.0,+0.56%,1000.0,60.0,2903.0,31.0
943.0,범양건영,2885.0,10.0,+0.35%,1000.0,1198.0,2206.0,-123.0
944.0,KODEX 차이나과창판STAR50(합성),8410.0,255.0,+3.13%,0.0,,,
945.0,대신 S&P 인버스 2X 천연가스 선물 ETN,71210.0,1295.0,+1.85%,0.0,,,
946.0,영보화학,3560.0,65.0,-1.79%,500.0,830.0,1804.0,50.0
947.0,한국종합기술,6500.0,70.0,-1.07%,500.0,2837.0,3327.0,54.0
948.0,갤럭시아에스엠,2545.0,90.0,-3.42%,500.0,301.0,579.0,42.0
949.0,대우부품,1468.0,12.0,-0.81%,500.0,1005.0,912.0,-58.0
950.0,KODEX 한국대만IT프리미어,17875.0,60.0,+0.34%,0.0,,,
951.0,KBSTAR 중국본토대형주CSI100,18295.0,155.0,+0.85%,0.0,,,
952.0,부국철강,3475.0,20.0,+0.58%,500.0,2097.0,1536.0,59.0
953.0,까뮤이앤씨,1526.0,41.0,-2.62%,500.0,1951.0,1955.0,-159.0
954.0,메타랩스,2760.0,75.0,-2.65%,2500.0,227.0,900.0,-20.0
955.0,신풍제약우,31100.0,700.0,-2.20%,500.0,,,
956.0,TIGER 경기방어,8745.0,45.0,+0.52%,0.0,,,
957.0,티웨이홀딩스,623.0,3.0,+0.48%,500.0,115.0,2107.0,-19.0
958.0,상신브레이크,3165.0,40.0,-1.25%,500.0,4890.0,5436.0,141.0
959.0,TIGER 차이나CSI300레버리지(합성),20910.0,280.0,+1.36%,0.0,,,
960.0,한익스프레스,5600.0,60.0,-1.06%,500.0,8581.0,4079.0,199.0
961.0,CS홀딩스,58200.0,300.0,+0.52%,5000.0,1753.0,3641.0,156.0
